study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB12502	SAMEA3914805	ERX1418472	ERR1346818	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346818/ERR1346818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346818/ERR1346818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346818/DC578_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346818/DC578_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346818
PRJEB12502	SAMEA3914806	ERX1418473	ERR1346819	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346819/ERR1346819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346819/ERR1346819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346819/JE121.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346819/JE121.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346819
PRJEB12502	SAMEA3914807	ERX1418474	ERR1346820	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346820/ERR1346820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346820/ERR1346820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346820/JE121_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346820/JE121_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346820
PRJEB12502	SAMEA3914808	ERX1418475	ERR1346821	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346821/ERR1346821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346821/ERR1346821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346821/JE122.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346821/JE122.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346821
PRJEB12502	SAMEA3914809	ERX1418476	ERR1346822	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346822/ERR1346822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346822/ERR1346822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346822/JE122_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346822/JE122_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346822
PRJEB12502	SAMEA3914810	ERX1418477	ERR1346823	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346823/ERR1346823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346823/ERR1346823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346823/JS079.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346823/JS079.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346823
PRJEB12502	SAMEA3914811	ERX1418478	ERR1346824	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346824/ERR1346824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346824/ERR1346824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346824/JS080.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346824/JS080.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346824
PRJEB12502	SAMEA3914812	ERX1418479	ERR1346825	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346825/ERR1346825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346825/ERR1346825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346825/JW013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346825/JW013.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346825
PRJEB12502	SAMEA3914813	ERX1418480	ERR1346826	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346826/ERR1346826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346826/ERR1346826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346826/JW014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346826/JW014.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346826
PRJEB12502	SAMEA3914814	ERX1418481	ERR1346827	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346827/ERR1346827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346827/ERR1346827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346827/LH019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346827/LH019.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346827
PRJEB12502	SAMEA3914815	ERX1418482	ERR1346828	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346828/ERR1346828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346828/ERR1346828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346828/LH019_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346828/LH019_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346828
PRJEB12502	SAMEA3914816	ERX1418483	ERR1346829	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346829/ERR1346829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346829/ERR1346829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346829/LH020.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346829/LH020.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346829
PRJEB12502	SAMEA3914817	ERX1418484	ERR1346830	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346830/ERR1346830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346830/ERR1346830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346830/LH020_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346830/LH020_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346830
PRJEB12502	SAMEA3914818	ERX1418485	ERR1346831	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346831/ERR1346831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346831/ERR1346831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346831/OC455.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346831/OC455.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346831
PRJEB12502	SAMEA3914819	ERX1418486	ERR1346832	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346832/ERR1346832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346832/ERR1346832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346832/OC458.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346832/OC458.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346832
PRJEB12502	SAMEA3914820	ERX1418487	ERR1346833	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346833/ERR1346833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346833/ERR1346833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346833/TXA37.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346833/TXA37.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346833
PRJEB12502	SAMEA3914821	ERX1418488	ERR1346834	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346834/ERR1346834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346834/ERR1346834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346834/TXA37_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346834/TXA37_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346834
PRJEB12502	SAMEA3914822	ERX1418489	ERR1346835	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346835/ERR1346835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346835/ERR1346835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346835/TXA40.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346835/TXA40.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346835
PRJEB12502	SAMEA3914823	ERX1418490	ERR1346836	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346836/ERR1346836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346836/ERR1346836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346836/TXA40_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346836/TXA40_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346836
PRJEB12502	SAMEA3914824	ERX1418491	ERR1346837	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346837/ERR1346837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346837/ERR1346837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346837/TXB82.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346837/TXB82.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346837
PRJEB12502	SAMEA3914825	ERX1418492	ERR1346838	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346838/ERR1346838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346838/ERR1346838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346838/TXC148.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346838/TXC148.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346838
PRJEB12502	SAMEA3914826	ERX1418493	ERR1346839	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346839/ERR1346839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346839/ERR1346839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346839/A7M1_13C.R1.full.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346839/A7M1_13C.R2.full.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346839
PRJEB12502	SAMEA3914827	ERX1418494	ERR1346840	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346840/ERR1346840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346840/ERR1346840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346840/A7M2_13C.R1.full.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346840/A7M2_13C.R2.full.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346840
PRJEB12502	SAMEA3914828	ERX1418495	ERR1346841	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346841/ERR1346841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346841/ERR1346841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346841/A7M3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346841/A7M3_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346841
PRJEB12502	SAMEA3914829	ERX1418496	ERR1346842	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346842/ERR1346842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346842/ERR1346842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346842/A7M3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346842/A7M3_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346842
PRJEB12502	SAMEA3914830	ERX1418497	ERR1346843	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346843/ERR1346843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346843/ERR1346843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346843/A7O1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346843/A7O1_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346843
PRJEB12502	SAMEA3914831	ERX1418498	ERR1346844	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346844/ERR1346844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346844/ERR1346844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346844/A7O2_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346844/A7O2_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346844
PRJEB12502	SAMEA3914832	ERX1418499	ERR1346845	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346845/ERR1346845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346845/ERR1346845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346845/A7O2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346845/A7O2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346845
PRJEB12502	SAMEA3914833	ERX1418500	ERR1346846	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346846/ERR1346846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346846/ERR1346846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346846/A8M1_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346846/A8M1_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346846
PRJEB12502	SAMEA3914834	ERX1418501	ERR1346847	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346847/ERR1346847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346847/ERR1346847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346847/A8M2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346847/A8M2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346847
PRJEB12502	SAMEA3914835	ERX1418502	ERR1346848	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346848/ERR1346848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346848/ERR1346848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346848/A8M3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346848/A8M3_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346848
PRJEB12502	SAMEA3914836	ERX1418503	ERR1346849	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346849/ERR1346849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346849/ERR1346849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346849/A8O2_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346849/A8O2_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346849
PRJEB12502	SAMEA3914837	ERX1418504	ERR1346850	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346850/ERR1346850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346850/ERR1346850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346850/A8O2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346850/A8O2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346850
PRJEB12502	SAMEA3914838	ERX1418505	ERR1346851	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346851/ERR1346851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346851/ERR1346851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346851/A8O3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346851/A8O3_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346851
PRJEB12502	SAMEA3914839	ERX1418506	ERR1346852	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346852/ERR1346852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346852/ERR1346852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346852/A9M1_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346852/A9M1_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346852
PRJEB12502	SAMEA3914840	ERX1418507	ERR1346853	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346853/ERR1346853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346853/ERR1346853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346853/A9M1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346853/A9M1_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346853
PRJEB12502	SAMEA3914841	ERX1418508	ERR1346854	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346854/ERR1346854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346854/ERR1346854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346854/A9M2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346854/A9M2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346854
PRJEB12502	SAMEA3914842	ERX1418509	ERR1346855	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346855/ERR1346855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346855/ERR1346855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346855/A9M3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346855/A9M3_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346855
PRJEB12502	SAMEA3914843	ERX1418510	ERR1346856	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346856/ERR1346856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1346856/ERR1346856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346856/A9O2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346856/A9O2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1346856
PRJEB12502	SAMEA3914844	ERX1418511	ERR1346857	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346857/ERR1346857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1346857/ERR1346857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346857/BLM1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346857/BLM1_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1346857
PRJEB12502	SAMEA3914845	ERX1418512	ERR1346858	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346858/ERR1346858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1346858/ERR1346858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346858/BLM2_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346858/BLM2_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1346858
PRJEB12502	SAMEA3914846	ERX1418513	ERR1346859	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346859/ERR1346859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1346859/ERR1346859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346859/BLM2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346859/BLM2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1346859
PRJEB12502	SAMEA3914847	ERX1418514	ERR1346860	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346860/ERR1346860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1346860/ERR1346860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346860/BLM3_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346860/BLM3_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1346860
PRJEB12502	SAMEA3914848	ERX1418515	ERR1346861	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346861/ERR1346861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1346861/ERR1346861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346861/BLO1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346861/BLO1_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1346861
PRJEB12502	SAMEA3914849	ERX1418516	ERR1346862	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346862/ERR1346862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1346862/ERR1346862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346862/BLO3_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346862/BLO3_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1346862
PRJEB12502	SAMEA3914850	ERX1418517	ERR1346863	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346863/ERR1346863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1346863/ERR1346863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346863/BRM1_12C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346863/BRM1_12C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1346863
PRJEB12502	SAMEA3914851	ERX1418518	ERR1346864	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346864/ERR1346864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1346864/ERR1346864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346864/BRM1_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346864/BRM1_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1346864
PRJEB12502	SAMEA3914852	ERX1418519	ERR1346865	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346865/ERR1346865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1346865/ERR1346865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346865/BRM2_13C.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1346865/BRM2_13C.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1346865
